tick,hero_name,x,y,hp
36185,Alchemist,19938.5,11167.62,1384
36187,Jakiro,20887.56,11476.69,1461
36191,QueenOfPain,14729.34,17632.56,1418
36201,WitchDoctor,16052.12,17867.34,1332
36201,Magnataur,17788.44,16528.28,1286
36209,Mars,12831.12,19854.94,1573
36219,DoomBringer,24605.91,17243.03,1720
36221,Disruptor,16940.38,18341.69,1166
36245,Alchemist,20581.41,10993.19,1383
36247,Jakiro,20480.38,12002.06,1461
36251,QueenOfPain,14976.03,17681.19,1418
36269,Mars,13669.44,19288.34,1587
36289,DoomBringer,24489.88,16576.47,1738
36289,Disruptor,16996.44,18979.81,1102
36297,WitchDoctor,16755.59,18699.69,1316
36305,Alchemist,21047.09,10534.22,1385
36307,Jakiro,19936.66,12390.66,1461
36307,Venomancer,21692.53,14751.84,1000
36321,QueenOfPain,15525.72,17802.28,1418
36329,Mars,14474.16,18944.5,1601
36339,Magnataur,17354.66,16293.16,1286
36357,DoomBringer,24040.78,16858.97,1738
36367,Jakiro,19365.16,12738.56,1461
36369,Venomancer,21590.28,14798.81,1000
36371,Alchemist,21780.72,10490.16,1431
36377,Disruptor,17196.59,19204.47,377
36389,Mars,15302.16,19185.25,1616
36397,QueenOfPain,16753.09,18976.75,1418
36399,Magnataur,17499.56,16843.28,1286
36413,WitchDoctor,16736.47,18730.59,1332
36417,DoomBringer,23330.03,16695.12,1738
36427,Jakiro,18800.12,13098.09,1461
36449,Mars,15877.91,18901.22,1630
36451,Alchemist,21924.09,10505.91,1364
36457,QueenOfPain,16287.38,19427.59,1370
36459,Magnataur,17428.19,17537.88,1286
36473,WitchDoctor,16132.97,18406.09,1332
36477,DoomBringer,22699.0,16397.12,1738
36487,Jakiro,18429.28,13649.19,1461
36509,Mars,15602.75,18377.56,1644
36517,QueenOfPain,15837.0,19066.0,1418
36519,Magnataur,16939.84,17397.03,1286
36521,Venomancer,18161.25,18544.25,1000
36533,WitchDoctor,15570.5,18886.41,1332
36535,Alchemist,22201.56,10586.34,1267
36537,DoomBringer,21955.69,16234.28,1738
36547,Jakiro,18160.94,14260.41,1461
36569,Mars,15255.22,17650.56,1659
36579,QueenOfPain,15703.62,18844.06,1418
36579,Magnataur,16900.22,16821.31,1286
36581,Bloodseeker,20497.78,16206.22,1296
36595,WitchDoctor,15609.69,18286.31,1332
36597,DoomBringer,21188.88,15990.47,1738
36597,Venomancer,17680.78,18447.5,1000
36607,Jakiro,17930.44,14888.88,1461
36623,Alchemist,22239.72,10965.16,1221
36629,Mars,15474.78,16877.16,1503
36639,QueenOfPain,15959.22,18228.72,1418
36655,WitchDoctor,15194.97,17581.66,1332
36657,DoomBringer,20588.78,15712.59,1738
36657,Venomancer,17378.97,17909.72,1000
36667,Jakiro,17698.44,15513.94,1461
36667,Bloodseeker,20561.34,16261.34,1146
36691,Alchemist,21895.66,11334.22,1200
36691,Magnataur,16952.38,16641.75,1286
36699,QueenOfPain,16225.66,17625.31,1418
36703,Mars,16752.38,16410.25,1519
36715,WitchDoctor,15321.53,16836.16,1332
36717,DoomBringer,20004.03,15705.19,1732
36717,Venomancer,17237.81,17270.88,1000
36749,Bloodseeker,20629.16,16176.84,1119
36751,Alchemist,21215.97,11523.31,1197
36763,Jakiro,17444.91,16077.22,1461
36771,Mars,16481.62,16173.03,1394
36773,QueenOfPain,16403.62,16876.28,1365
36775,WitchDoctor,15780.81,16186.12,1332
36777,Magnataur,16963.78,16555.16,338
36777,DoomBringer,19388.56,16073.41,1738
36795,Venomancer,17153.47,17029.06,1000
36811,Alchemist,20595.0,11355.84,1337
36831,Bloodseeker,20388.22,16067.44,1146
36833,Mars,16464.94,16154.5,1348
36835,QueenOfPain,16566.44,17006.34,1378
36837,DoomBringer,18697.44,16420.28,1738
36843,Magnataur,16896.66,16556.09,257
36847,Jakiro,17698.66,16222.0,1461
36869,Venomancer,17139.47,17220.81,694
36873,Alchemist,20784.22,11854.38,1334
36875,WitchDoctor,16529.84,17358.88,1320
36891,Bloodseeker,19658.09,16278.06,1123
36893,Mars,15890.44,16043.56,1313
36897,DoomBringer,18043.5,16528.75,1738
36907,Jakiro,17335.88,16014.62,1454
36919,QueenOfPain,16639.16,17087.62,1377
36933,Alchemist,21009.0,12456.97,1338
36935,WitchDoctor,15930.16,17491.0,1315
36951,Bloodseeker,18792.28,16409.41,1136
36953,Mars,15919.25,16343.0,1327
36955,Venomancer,17029.31,17320.62,155
36967,DoomBringer,17730.19,16798.38,1618
36977,Jakiro,17144.84,16270.69,1390
36995,WitchDoctor,15974.28,16963.31,1309
37005,QueenOfPain,16852.16,17253.66,1264
37013,Mars,16406.16,16382.53,1342
37023,Bloodseeker,18179.94,16386.16,1157
37027,DoomBringer,17910.47,17132.09,1509
37037,Jakiro,17609.84,16442.75,1383
37053,Alchemist,21056.97,12457.78,1265
37055,WitchDoctor,16364.84,16880.03,1304
37067,QueenOfPain,16756.41,17350.56,1277
37077,Mars,16428.94,16493.78,1357
37083,Bloodseeker,18911.28,16441.03,1174
37087,DoomBringer,18407.94,17393.22,1517
37097,Jakiro,18195.81,16478.75,1359
37115,WitchDoctor,16693.38,16992.34,1298
37133,Alchemist,21436.59,12556.38,1246
37137,Mars,17295.5,16670.78,1371
37143,Bloodseeker,19612.62,15881.72,1188
37147,DoomBringer,18581.03,17865.16,1368
37155,QueenOfPain,18090.91,17734.5,1302
37177,WitchDoctor,17383.47,17039.91,1293
37177,Jakiro,18155.84,17330.31,1364
37193,Alchemist,22097.12,12983.75,1259
37197,Mars,18080.47,17121.5,1379
37203,Bloodseeker,20199.5,15268.69,1199
37207,DoomBringer,18857.66,18122.22,878
37237,WitchDoctor,18126.75,17234.28,1302
37237,Jakiro,18555.22,17867.59,1331
37241,QueenOfPain,18345.88,17983.19,1231
37269,Bloodseeker,19990.22,15302.88,1270
37271,Alchemist,22692.78,13145.75,1276
37273,Mars,19026.0,17907.31,1306
37303,WitchDoctor,18002.78,17473.53,1330
37307,QueenOfPain,18211.0,18108.94,1202
37307,Jakiro,18212.5,17795.66,1286
37329,Bloodseeker,20652.84,15793.12,1282
37333,Mars,18940.97,17338.78,1302
37343,Alchemist,22512.75,12977.66,1291
37363,WitchDoctor,17545.56,17022.38,1328
37367,Jakiro,17962.41,17223.62,1147
37375,QueenOfPain,17802.72,17713.78,1108
37389,Bloodseeker,21561.5,16006.88,1293
37393,Mars,18292.12,16857.75,1316
37423,WitchDoctor,17457.5,16678.88,1339
37449,Bloodseeker,22278.38,15690.25,1304
37453,Alchemist,22688.66,13137.84,1315
37455,QueenOfPain,17850.53,17650.53,1193
37471,Jakiro,17755.16,17142.06,1154
37483,WitchDoctor,18103.84,16534.72,1349
37505,Mars,9926.62,19078.59,1343
37509,Bloodseeker,22682.72,14974.06,1308
37517,Alchemist,22805.91,13736.97,1328
37537,Disruptor,22064.47,14041.81,1166
37545,WitchDoctor,18340.41,16679.28,1359
37547,Jakiro,17607.38,16636.81,1168
37565,Mars,10072.75,19810.81,1188
37569,QueenOfPain,17945.19,17670.31,1226
37591,Alchemist,22954.94,13601.81,1114
37601,Bloodseeker,22819.81,14189.28,1292
37607,Jakiro,17659.44,15968.91,1180
37609,WitchDoctor,17885.0,17091.09,1370
37633,Mars,10100.53,20362.19,1250
37633,Disruptor,22246.31,13782.38,1073
37639,QueenOfPain,18305.06,17747.88,1314
37663,Alchemist,22877.75,13893.31,395
37667,Jakiro,17828.38,15339.28,1192
37671,WitchDoctor,18580.34,16970.94,1376
37689,Bloodseeker,22880.22,13916.84,1039
37699,Mars,10301.41,21020.66,1266
37723,QueenOfPain,18505.94,17550.97,1399
37727,Jakiro,18181.09,14785.0,1203
37731,WitchDoctor,19084.88,16472.47,1376
37735,Alchemist,22877.75,13893.31,513
37735,Disruptor,22420.09,13765.06,722
37759,Mars,11036.53,21311.03,1281
37787,Jakiro,18718.44,14442.34,1215
37791,WitchDoctor,19573.75,15943.91,1376
37793,Bloodseeker,22938.22,13916.84,573
37807,Alchemist,22877.75,13893.31,69
37819,Mars,12578.56,22239.66,1296
37829,QueenOfPain,18560.38,17587.06,1422
37839,Disruptor,22308.0,13702.47,504
37847,Jakiro,19354.97,14233.25,1226
37851,WitchDoctor,20064.59,15417.12,1376
37859,Bloodseeker,23300.06,14095.53,724
37885,Mars,13172.81,22387.88,1313
37897,QueenOfPain,19588.47,16025.47,1462
37899,Disruptor,22743.22,13465.25,480
37907,Jakiro,19814.56,13799.09,1238
37919,WitchDoctor,20560.22,14931.38,1376
37919,Bloodseeker,24084.84,14278.34,737
37945,Mars,12581.0,21976.81,1319
37957,QueenOfPain,20012.28,15537.16,1462
37957,Magnataur,23273.88,22599.72,1286
37959,Disruptor,23286.25,13345.84,500
37967,Jakiro,20092.12,13208.06,1250
37979,WitchDoctor,21071.84,14430.0,1376
37979,Bloodseeker,24640.22,14336.97,749
38007,Mars,12336.5,21363.56,1334
38017,QueenOfPain,20445.91,15029.75,1462
38019,Disruptor,22920.31,13099.16,509
38027,Jakiro,20450.0,13190.69,1261
38039,WitchDoctor,21518.31,13916.53,1376
38039,Bloodseeker,24697.47,15067.81,761
38043,Venomancer,23399.81,22464.0,1000
38077,QueenOfPain,20760.19,14501.0,1462
38087,Jakiro,20892.66,13403.81,1273
38087,Disruptor,22993.25,12853.28,519
38099,WitchDoctor,21888.75,13334.72,1376
38099,Bloodseeker,24687.28,15814.78,772
38103,Mars,12439.22,21395.91,1314
38103,Venomancer,22946.16,22016.75,1000
38121,Magnataur,18795.12,18175.28,1286
38137,QueenOfPain,20748.28,13877.62,1462
38147,Jakiro,21540.31,13380.59,1284
38149,Disruptor,22951.94,13207.75,529
38163,Bloodseeker,24445.31,16365.72,742
38163,Venomancer,22536.56,21499.22,1000
38171,WitchDoctor,22440.53,12959.88,1376
38177,Mars,11864.66,21365.62,1327
38181,Magnataur,18537.09,18136.09,1226
38197,QueenOfPain,21248.78,13647.66,1462
38217,Disruptor,22967.16,13720.72,464
38221,Jakiro,22415.12,13373.34,1277
38223,Venomancer,22123.59,20994.28,1000
38237,Mars,11454.88,21559.38,1342
38253,Magnataur,18478.91,18370.84,1138
38279,Bloodseeker,24433.06,16363.53,614
38281,WitchDoctor,22653.41,13171.53,1362
38283,QueenOfPain,22805.59,13253.41,1478
38283,Venomancer,21662.72,20522.03,1000
38285,Jakiro,22470.03,12788.62,1200
38297,Mars,11381.94,22231.75,1357
38331,Magnataur,18626.12,18512.56,1080
38341,WitchDoctor,21985.44,12921.81,1372
38343,QueenOfPain,22253.59,13066.88,1380
38343,Venomancer,21198.94,20058.22,1000
38345,Jakiro,22454.94,12129.03,1145
38379,Bloodseeker,24433.06,16363.53,751
38401,WitchDoctor,21399.72,12543.94,1376
38403,QueenOfPain,21723.12,12941.16,1717
38403,Venomancer,21161.66,19746.81,1000
38407,Mars,11400.34,22304.5,1385
38407,Magnataur,18614.28,18632.53,986
38413,Jakiro,22408.62,11528.88,1158
38447,DoomBringer,11227.0,21671.0,1738
38461,WitchDoctor,20841.72,12268.53,1376
38463,Venomancer,20538.72,19573.44,1000
38469,Bloodseeker,24526.0,16750.62,927
38471,Magnataur,18070.34,18794.41,968
38479,QueenOfPain,21671.94,12660.88,1741
38491,Mars,12736.34,22529.91,1446
38497,Jakiro,22394.41,11085.22,1174
38509,DoomBringer,11495.56,22301.22,1738
38521,WitchDoctor,20247.56,12614.59,1376
38523,Venomancer,20139.34,19060.75,1000
38531,Magnataur,17535.16,19216.06,982
38535,Bloodseeker,24689.59,17514.53,914
38551,Mars,13378.38,22101.56,1467
38559,QueenOfPain,21653.22,12620.28,1658
38579,Jakiro,22374.66,10615.09,1190
38581,WitchDoctor,19596.34,12856.62,1376
38585,Venomancer,20102.34,18598.91,1000
38589,DoomBringer,11642.78,22235.75,1736
38591,Magnataur,17369.94,19485.72,993
38611,Mars,13490.75,21328.41,1488
38629,QueenOfPain,21466.31,12373.12,1579
38641,WitchDoctor,18923.72,13092.53,1376
38643,Bloodseeker,24706.81,17674.25,865
38645,Venomancer,19673.22,18619.19,1000
38671,Mars,13492.44,21682.09,1509
38671,Magnataur,17629.59,19231.0,958
38685,Jakiro,22447.66,10915.47,1210
38701,WitchDoctor,18359.0,13524.16,1376
38701,QueenOfPain,21436.88,12286.78,1528
38703,Bloodseeker,24117.53,17144.75,837
38705,DoomBringer,11811.88,22214.66,1738
38705,Venomancer,19825.34,17985.5,1000
38731,Mars,13600.22,21890.97,1530
38761,WitchDoctor,17933.69,14104.97,1376
38763,Bloodseeker,23326.31,16711.12,839
38765,DoomBringer,12651.28,22200.03,1738
38765,Venomancer,20117.88,17394.84,1000
38767,QueenOfPain,21913.44,12130.0,1550
38767,Jakiro,22574.44,11400.03,1226
38767,Magnataur,17593.75,19462.59,842
38795,Mars,13569.03,22100.97,1506
38821,WitchDoctor,17499.47,14679.28,1376
38823,Bloodseeker,22579.19,16427.16,857
38825,DoomBringer,13440.19,22035.69,1738
38827,Jakiro,22732.62,12050.62,1238
38827,Venomancer,20245.16,17161.66,1000
38831,Magnataur,17615.19,20116.66,834
38833,QueenOfPain,22427.0,12023.5,1571
38861,Mars,13734.25,21715.12,1312
38881,WitchDoctor,16817.62,14767.62,1376
38883,Bloodseeker,22140.5,15890.66,874
38885,DoomBringer,13190.88,22620.62,1546
38887,Jakiro,22762.91,12682.22,1250
38893,QueenOfPain,22628.94,12426.66,1591
38905,Venomancer,20488.06,16998.09,1000
38907,Magnataur,17671.16,19891.91,843
38923,Mars,13406.47,20986.72,1334
38943,Bloodseeker,22168.84,15707.0,886
38945,DoomBringer,13912.62,22475.44,1588
38961,QueenOfPain,22574.06,12862.97,1614
38965,Venomancer,21062.38,16682.09,1000
38975,Magnataur,17737.03,19555.62,820
38977,Jakiro,22880.41,12649.69,1267
38979,WitchDoctor,15639.19,15601.09,1376
38983,Mars,12720.88,20453.88,1355
39003,Bloodseeker,21363.5,15963.0,901
39005,DoomBringer,14480.56,22125.97,1613
39031,QueenOfPain,22339.31,12853.53,1695
39033,Venomancer,21351.69,16192.78,1000
39043,Mars,12298.53,19989.72,1376
39045,Magnataur,17632.62,19458.0,834
39053,Jakiro,22887.19,13189.44,1282
39065,DoomBringer,14583.53,21462.0,1637
39065,Bloodseeker,20888.59,15833.31,919
39093,Venomancer,21933.69,15884.12,1000
39095,QueenOfPain,22457.19,13084.72,1716
39103,Mars,12444.34,19421.5,1397
39113,Magnataur,17803.97,19693.22,847
39125,DoomBringer,14555.44,20740.03,1662
39127,Jakiro,22866.81,13514.75,1296
39127,Bloodseeker,20604.53,16085.53,934
39153,Venomancer,22408.81,15453.47,1000
39155,WitchDoctor,15688.31,15713.25,1376
39159,QueenOfPain,22354.0,13495.25,1738
39163,Mars,12184.41,18748.31,1418
39173,Magnataur,17575.59,19356.69,859
39185,DoomBringer,14509.72,20302.47,1689
39195,Jakiro,22851.31,13133.56,1309
39201,Bloodseeker,20639.97,16258.06,789
39213,Venomancer,22735.44,15640.03,1000
39223,Mars,11640.28,18131.22,1439
39225,QueenOfPain,21099.16,12434.66,1759
39233,Magnataur,17681.03,19924.94,870
39239,WitchDoctor,15173.16,15371.88,1376
39249,Disruptor,23231.19,22841.09,1116
39255,Jakiro,22880.69,12480.47,1320
39259,DoomBringer,14674.75,20486.06,1722
39277,Venomancer,22622.38,15608.16,1000
39283,Mars,11215.69,18724.5,1460
39285,Alchemist,20498.41,11205.31,1636
39299,Magnataur,17682.38,19993.88,883
39301,WitchDoctor,15623.75,15230.28,1376
39301,QueenOfPain,20947.19,12289.5,1720
39301,Bloodseeker,20792.91,16047.22,891
39309,Disruptor,23033.16,22117.69,1116
39315,Jakiro,23313.06,12082.66,1332
39319,DoomBringer,14132.97,20452.06,1738
39343,Mars,10906.53,19311.22,1481
39349,Venomancer,22885.25,16166.84,1000
39361,WitchDoctor,16180.06,14791.78,1376
39361,Bloodseeker,20240.34,15502.25,877
39367,Magnataur,17754.44,19646.44,879
39369,Disruptor,22998.25,21373.03,1116
39375,Jakiro,23891.84,11760.62,1344
39379,QueenOfPain,20782.88,12175.44,1673
39395,DoomBringer,14443.25,20616.59,1730
39403,Mars,10843.59,20036.19,1502
39415,Alchemist,20446.59,11061.12,1632
39421,WitchDoctor,16899.78,14772.09,1376
39429,Venomancer,23068.06,16459.19,997
39429,Disruptor,23047.41,20626.34,1116
39435,Jakiro,24299.88,11315.81,1355
39435,Bloodseeker,19885.72,15147.56,1082
39455,DoomBringer,15052.97,20908.34,1738
39457,QueenOfPain,20630.56,12054.56,1645
39459,Magnataur,17896.44,19711.91,887
39463,Mars,11177.91,20642.41,1524
39475,Alchemist,20615.16,10234.56,1637
39481,WitchDoctor,17588.94,14646.94,1376
39489,Disruptor,23152.81,19883.78,1116
39495,Jakiro,24401.06,10716.88,1492
39501,Bloodseeker,19739.59,15741.5,1140
39509,Venomancer,22958.41,16189.62,1066
39517,DoomBringer,14676.56,20741.12,1738
39521,QueenOfPain,20155.62,11890.38,1649
39523,Mars,11600.91,21224.0,1545
39535,Alchemist,20702.47,9327.75,1637
39537,Magnataur,17882.97,19874.91,893
39541,WitchDoctor,18100.62,14148.28,1376
39549,Disruptor,22825.66,19263.69,1116
39555,Jakiro,24044.53,10154.5,1503
39561,Bloodseeker,19206.81,16329.25,1114
39581,QueenOfPain,19509.47,11721.31,1669
39583,Mars,11321.84,22053.28,1566
39589,Venomancer,22916.28,15857.78,1066
39595,Alchemist,20578.0,8623.12,1637
39601,WitchDoctor,18469.47,13535.47,1376
39605,DoomBringer,14456.06,20588.88,1710
39609,Disruptor,22367.59,18669.84,1116
39615,Jakiro,23706.5,9576.09,1505
39617,Magnataur,17954.53,19900.19,908
39621,Bloodseeker,18600.5,16955.31,1100
39641,QueenOfPain,18849.16,11620.59,1688
39655,Alchemist,20173.41,8169.81,1637
39665,Mars,11199.97,22162.59,1594
39669,Disruptor,21715.22,18318.47,1116
39675,WitchDoctor,18954.94,13074.09,1376
39675,Jakiro,23186.5,9217.03,1505
39675,DoomBringer,14615.0,20743.22,1732
39687,Bloodseeker,18098.22,17309.03,1186
39701,QueenOfPain,18193.41,11723.19,1708
39701,Magnataur,17941.5,19971.84,902
39723,Alchemist,19785.75,8048.19,1629
39729,Disruptor,21032.47,18011.41,1116
39735,WitchDoctor,19411.53,12812.81,1376
39735,DoomBringer,15185.81,21082.94,1738
39743,Mars,10991.69,22185.16,1621
39769,QueenOfPain,18038.44,12086.97,1731
39771,Magnataur,17749.53,20280.56,916
39771,Bloodseeker,17692.25,17433.69,1281
39795,WitchDoctor,18748.88,13084.5,1376
39799,Disruptor,20336.84,18127.69,1116
39809,Alchemist,20100.72,8133.25,1580
39809,DoomBringer,14615.12,20952.38,1738
39827,Mars,10899.59,22155.69,1651
39831,Magnataur,17808.66,19589.16,1002
39845,QueenOfPain,17870.75,12216.59,1720
39845,Bloodseeker,17315.81,17245.0,1340
39849,Venomancer,22901.94,15535.72,1066
39855,WitchDoctor,18120.03,13407.0,1376
39855,Jakiro,10289.53,23437.31,1505
39885,Alchemist,20192.0,8096.0,1652
39887,DoomBringer,14370.16,20645.03,1715
39891,Magnataur,18271.5,19739.66,1050
39905,Mars,10944.56,22043.59,1508
39915,WitchDoctor,17400.12,13406.56,1376
39915,Jakiro,10904.47,23394.78,1571
39925,QueenOfPain,17706.91,12318.84,1648
39951,Magnataur,18224.09,20149.69,1062
39961,DoomBringer,14069.81,20646.09,1826
39971,Bloodseeker,17289.5,17144.97,1410
39971,Disruptor,11405.69,21403.97,1116
39973,Mars,10572.16,21724.25,1400
39975,WitchDoctor,16893.78,13890.53,1376
39975,Alchemist,20055.94,8157.5,1652
39985,QueenOfPain,17086.97,12456.72,1668
40011,Magnataur,17674.06,20336.56,1074
40021,DoomBringer,13254.84,20626.16,1826
40031,Bloodseeker,17049.78,17885.75,1383
40033,Mars,10401.62,20991.28,1345
40035,WitchDoctor,16402.03,14450.41,1376
40035,Disruptor,11435.53,21540.53,1111
40041,Alchemist,19399.44,8251.72,1666
40045,QueenOfPain,16527.97,12655.69,1687
40059,Jakiro,10673.66,23262.53,1571
40071,Magnataur,17114.0,20749.62,1085
40081,DoomBringer,12548.19,20700.41,1826
40091,Bloodseeker,16540.72,18361.53,1382
40093,Mars,10967.75,22034.19,1103
40097,Disruptor,11494.81,21513.31,1108
40101,Alchemist,18542.75,8242.34,1680
40105,QueenOfPain,15968.75,13035.12,1707
40123,Venomancer,11477.75,22067.84,1059
40127,Jakiro,11018.5,22973.78,1571
40131,Magnataur,16424.47,20872.38,1097
40141,DoomBringer,11877.66,20734.03,1826
40157,Mars,10753.56,21865.09,852
40161,Alchemist,17611.53,8310.81,1693
40169,Disruptor,11465.84,21811.53,904
40171,QueenOfPain,15537.38,13333.75,1729
40185,WitchDoctor,10359.44,19204.69,1376
40187,Venomancer,11219.09,21949.06,1047
40191,Magnataur,15438.88,20950.31,1109
40199,Bloodseeker,16214.97,18390.94,1405
40201,DoomBringer,11243.41,21001.09,1826
40219,Mars,10718.5,21832.69,697
40221,Alchemist,16907.44,8358.16,1703
40239,Disruptor,11167.75,21751.81,704
40245,WitchDoctor,10510.16,19809.22,1376
40251,Magnataur,14471.75,20954.97,1121
40259,Jakiro,11124.5,22380.5,1571
40261,QueenOfPain,15537.38,13333.75,1759
40261,Venomancer,11148.78,21804.0,628
40281,Mars,10863.72,21769.25,377
40281,Alchemist,16235.44,8354.66,1542
40287,DoomBringer,10739.09,21435.88,1771
40309,Disruptor,11138.66,21585.88,173
40311,Magnataur,13831.53,20994.44,1132
40325,Jakiro,11153.31,22020.81,1395
40335,QueenOfPain,10490.78,19280.31,1785
40337,Bloodseeker,11047.59,22813.09,1367
40345,WitchDoctor,10734.31,21116.47,1098
40345,Alchemist,15544.66,8484.34,1447
40347,Mars,10703.66,21815.72,162
40371,Magnataur,13160.19,20796.22,1144
40371,DoomBringer,10735.62,21285.91,464
40397,Jakiro,11169.47,21909.78,973
40397,Bloodseeker,10915.0,21960.56,1462
40413,QueenOfPain,10712.78,20766.16,1742
40431,WitchDoctor,10486.12,21083.06,795
40431,Magnataur,12463.56,20770.41,1156
40465,Alchemist,15574.19,8488.34,1392
40479,Bloodseeker,10990.16,21945.56,1469
40481,QueenOfPain,10853.62,20793.31,1679
40491,WitchDoctor,10009.56,20656.44,696
40491,Magnataur,11768.0,20715.5,1248
40539,Alchemist,15175.84,8450.69,1409
40541,QueenOfPain,10518.34,20733.12,1627
40541,Bloodseeker,10460.0,21044.94,1381
40551,WitchDoctor,9887.38,19985.56,646
40557,Magnataur,11190.16,20544.5,1262
40599,Alchemist,14310.22,8228.44,1422
40607,QueenOfPain,10319.53,19447.62,1214
40611,WitchDoctor,9881.81,19266.59,568
40621,Bloodseeker,10309.81,20695.47,1124
40629,Magnataur,10711.19,20180.19,1277
40667,QueenOfPain,10238.84,18795.12,1236
40671,WitchDoctor,9759.75,18565.5,518
40681,Bloodseeker,9397.97,20605.06,1101
40693,Alchemist,13992.72,8126.03,1390
40695,Magnataur,10184.97,19092.09,1275
40729,QueenOfPain,10402.06,18579.72,1404
40731,WitchDoctor,9673.47,17909.75,468
40741,Bloodseeker,8569.62,20171.84,1082
40755,Magnataur,10536.62,19648.22,1040
40791,WitchDoctor,9688.56,18196.38,479
40799,QueenOfPain,10263.75,18847.88,1441
40815,Alchemist,14049.0,8085.09,1196
40815,Magnataur,10483.72,20010.09,593
40817,Bloodseeker,8973.0,20598.19,995
40851,WitchDoctor,9866.72,18885.22,617
40863,QueenOfPain,10590.62,20114.5,1497
40875,Magnataur,10276.81,20021.41,387
40879,Bloodseeker,9383.38,20866.91,932
40899,Alchemist,13982.34,8550.97,1215
40931,WitchDoctor,9934.44,19769.78,582
40931,QueenOfPain,10918.72,20060.12,1573
40943,Bloodseeker,9729.66,20446.22,976
40989,Alchemist,14026.16,8158.72,1202
40991,WitchDoctor,10072.94,19154.22,671
40991,QueenOfPain,11122.06,19912.72,1595
41019,Bloodseeker,9531.06,20545.38,1245
41053,QueenOfPain,10623.94,20069.03,1617
41055,WitchDoctor,10173.06,18922.31,777
41079,Bloodseeker,8650.03,20980.97,1180
41083,Alchemist,14324.75,8253.09,1160
41117,WitchDoctor,10146.97,18595.09,870
41117,QueenOfPain,9370.53,20856.97,1639
41139,Bloodseeker,8353.03,21887.81,1115
41145,Alchemist,14890.94,8484.94,1174
41177,WitchDoctor,9861.38,18063.44,961
41177,QueenOfPain,9684.25,20281.19,1660
41199,Bloodseeker,8783.91,22795.53,1118
41211,Alchemist,15661.19,8492.84,1145
41237,WitchDoctor,10000.09,17521.81,1027
41237,QueenOfPain,9985.5,19683.84,1662
41259,Bloodseeker,9486.91,23610.34,1133
41297,WitchDoctor,10154.62,16900.28,1038
41299,QueenOfPain,9957.94,19066.78,1684
41333,Alchemist,15661.19,8492.84,1173
41361,Bloodseeker,9705.5,23795.78,1158
41369,QueenOfPain,9900.53,18875.19,2028
41371,WitchDoctor,10283.66,16647.44,1052
41413,Venomancer,23397.66,22646.0,1066
41425,Alchemist,15973.12,8359.28,921
41431,WitchDoctor,9917.28,16083.66,1065
41439,QueenOfPain,9971.38,19014.22,2024
41443,Bloodseeker,22685.25,9489.41,1178
41473,Venomancer,22998.5,22120.38,1066
41491,WitchDoctor,9853.91,14528.88,1082
41491,Alchemist,16512.97,8333.88,923
41503,Bloodseeker,22627.78,10558.84,1193
41505,QueenOfPain,10193.94,19439.28,2045
41533,Venomancer,22599.34,21594.78,1066
41551,Alchemist,17647.16,8297.03,936
41553,WitchDoctor,9777.31,13768.94,1095
41565,Bloodseeker,22499.75,11414.22,1333
41569,QueenOfPain,10218.12,19163.38,2069
41597,Venomancer,22206.34,21088.62,1066
41611,Alchemist,18666.06,8257.66,950
41613,WitchDoctor,9619.75,12992.78,1111
41627,Disruptor,22818.09,22542.94,1110
41629,DoomBringer,18026.56,17740.66,1826
41631,QueenOfPain,10045.09,19739.22,2093
41637,Bloodseeker,22695.91,12055.38,1447
41657,Venomancer,21737.03,20646.62,1066
41671,Alchemist,19680.91,8212.97,935
41673,WitchDoctor,9665.03,12259.69,1128
41687,Disruptor,22174.34,22085.03,1110
41689,DoomBringer,17416.44,17198.97,1826
41691,QueenOfPain,10107.0,20400.19,2116
41697,Bloodseeker,21920.97,12443.69,1463
41717,Venomancer,21295.41,20156.16,1066
41731,Alchemist,20386.69,8191.75,948
41733,WitchDoctor,9661.53,11522.0,1142
41747,Disruptor,21546.34,21613.28,1110
41751,QueenOfPain,10171.75,21061.94,2139
41751,DoomBringer,16892.72,16736.19,1826
41757,Bloodseeker,21037.59,12446.16,1479
41777,Venomancer,20776.09,19752.78,1066
41793,WitchDoctor,9646.0,10802.19,1152
41805,Alchemist,20221.62,8241.88,904
41807,Disruptor,20980.66,21064.38,1110
41817,QueenOfPain,10349.03,21389.69,2173
41837,Venomancer,20254.03,19349.41,1066
41849,DoomBringer,16552.5,16613.16,1826
41851,Bloodseeker,21032.75,12491.72,1369
41853,WitchDoctor,9435.56,10126.06,1248
41867,Disruptor,20447.09,20500.0,1110
41881,Alchemist,20155.66,8124.88,863
41887,QueenOfPain,10534.41,21429.25,2207
41897,Venomancer,19747.75,18926.38,1066
41927,Mars,15621.47,14985.56,1942
41927,Bloodseeker,20862.41,12110.78,1622
41927,Disruptor,19970.72,19869.78,1110
41947,QueenOfPain,10843.53,20885.97,2230
41947,Alchemist,20067.59,8341.56,878
41957,Venomancer,19219.16,18531.16,1066
41967,DoomBringer,16901.34,17147.59,1892
41977,WitchDoctor,9197.0,9743.97,1420
41987,Mars,15869.16,15766.34,1942
41987,Disruptor,19491.03,19242.12,1110
41991,Bloodseeker,20590.59,11388.56,1618
42007,QueenOfPain,10970.78,20251.0,2253
42007,Alchemist,20534.75,8937.94,891
